bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
0.0,52.047155223653945,40.84652676874495,78.52442778806059,34.520819070280936,19.064337111270735,87.33404196814905,103.88160768784594,19.2451944549083,21.2431431219426,32.79607534274668,31.45437071517356,40.72305963739223,78.53352338804629,10.735126662335723,20.760860563884954,21.656431363547494,40.82891187214776,40.4354268490916,41.07551932109901,41.24055482797098,34.71779755252378,54.18604313330022,157.18943346787054,175.42098418807453,25.02451945809039,27.4278618963273,19.5272582259781,74.07908358907824,737.0379379536026,77.28018475960998,95.38239620605614,35.94843271310935
0.0,59.602898450473084,45.52515197568861,82.53234877182241,31.3138083863252,19.981548056436576,95.69377654963654,103.14225587585355,18.544209732968334,21.019465706974856,30.880012931048032,38.04572259636901,36.27164674928453,77.652673498385,10.688000195396006,20.128019577652637,20.455122915185147,39.45317315802977,43.51405966443092,46.49975251067951,38.08393023785712,38.70028084608466,46.786788000495655,162.24493618441863,200.07043884775075,23.482368657055673,24.83855382765733,17.94579986219765,70.17280323736917,676.5048197299425,71.04326120080091,98.06147651425474,41.09560468343375
0.0,63.69664375418831,43.786488411917425,99.37276272478724,33.500064927941914,19.51566805105797,96.41223708373069,116.883945921553,23.070106802844816,21.96430181396353,32.0965001562356,34.6450056176954,31.40917531927869,82.55994625183597,9.691474359361289,23.00390944404815,22.548457319790387,39.273168392839324,41.79586208215607,30.630945256099572,32.63438541668155,42.70569373053405,57.59000491800353,157.59963541577991,197.63709301094374,23.082587805652654,25.6788133112214,21.428985004717784,56.74263763482982,637.1064736518808,68.168655900959,118.44085843744068,46.73177895350099
0.0,50.734700609502575,44.25908543664831,87.70734619718387,29.82358134014483,18.05930751559854,115.0800686387915,96.53804035931572,23.3718234322922,22.902142963476255,24.80718161088178,35.38673209071819,33.7678442148515,85.07143915778803,9.095339953427338,17.680708368744543,21.26071469177751,45.909221506242964,43.616398577386846,40.41796310307686,41.331620073142844,41.609293425506415,47.98761878971867,207.44290645267594,181.09817597405228,25.37106621156025,32.57921115440428,17.79276892449004,70.39718102331054,679.5940771279394,70.50397803256931,92.02912663840878,35.20796492832671
0.0,57.23177182479496,44.639382609666036,75.04421644602647,33.76625641602757,21.131235395061953,85.1410662349895,102.55489650634584,18.323831051447957,18.375841550769707,31.54772075000852,35.83208161649548,36.834932336461954,96.00708666970982,9.91956144335101,20.997193703729245,20.94476938776916,42.23099401455063,47.06995687177217,35.073534980592996,38.10207395544472,47.81678926975263,43.9888357110085,245.7114302682697,201.04803567669683,31.47553082384351,20.826465195140976,17.394147646578034,64.74957632994047,551.651596401902,76.04844685327863,102.643690968456,47.976292027170835
0.0,72.73501078628094,41.660917836392954,81.93338660569944,32.44663962400042,19.23554318250479,100.97216088261023,106.67978788415058,19.677152442992497,20.8898570562329,27.576110283283548,34.34355383709687,36.682416084477,81.27978259664421,10.400441293014975,17.41252629369587,17.77270085656791,44.05241042918924,43.909624700342874,37.62174590066199,38.832353117191495,37.87536789387318,44.104914511517684,206.25959562053984,170.81785646400905,21.702103912961427,24.848822520280017,21.20805763096267,70.6155198946338,497.26474552135204,63.960848248314505,102.27152679149361,43.25600766397099
0.0,63.70961988333544,43.570881370876485,83.21991976429608,34.47131419992205,20.753577730062943,110.1751768982079,86.75449849553408,16.433312265359675,19.425201449274336,33.705658648121855,32.1314163027576,33.26379927067271,76.85945553666149,12.23250245956863,22.895024501786065,22.366871270427396,38.25364505066202,50.082197952710416,43.24983642090944,41.66747700293368,50.32842404713701,49.05774570802127,190.5386048612895,200.02934601905392,25.01152983457009,25.46738548164017,19.084302650348487,74.28686728576562,592.1568812996338,72.30249121663276,107.8355398732053,46.34520246770038
0.0,70.22598815907533,44.77900732420772,84.21380778968717,33.41392230685707,19.259839258910347,117.95283819471472,105.79001609406352,16.955753945915156,18.816128496863882,33.35319688210499,33.06670208942985,39.528311000943305,64.54702236335005,9.685860026262828,22.7169077110553,16.746956796230858,44.67053614885925,44.43589371101369,35.82908321048879,44.337981874958906,38.4936961833742,52.15714376045864,188.99258519427366,188.0135590650252,28.36067731134052,23.930611356997787,19.262720689908384,73.20295698016012,641.082067205989,62.53717628691487,87.2352265523134,30.711062621208
0.0,74.57439478436038,33.381693832278216,88.50541508769814,33.17093852243362,21.07863065861895,103.38951502443503,85.49812573136533,18.955995799604285,16.7530205094268,33.354408354806104,34.665708556570955,36.03208419534551,82.678164312314,10.984435588074247,22.25895271737801,22.464366547775782,37.49860291270456,41.5732333096324,39.427345043287175,48.829868042921404,38.66384015366766,54.81403429847245,206.62540220824877,211.082827458689,23.653224140822985,25.52341017014763,19.58941679911062,74.2086088213787,609.6158375702715,64.3548229874596,103.90358982937735,39.27060159807283
0.0,46.93525835140827,41.393708056783225,83.21005116840648,32.92359734913625,18.84687053535974,100.99737624671891,103.00176083779306,18.607546478630393,15.674876701854707,30.28093892294813,33.88296962250647,37.11400579133221,81.39114952869203,9.166104889427876,19.95113666330362,22.94954616289659,43.93093130082108,35.700758132939654,35.67732529037615,42.25184586723499,39.66500569779624,45.47440158387133,183.74259179536588,215.52259497352176,20.703801640208553,21.937474478552705,19.90091364652033,65.01085477320274,604.5023129326213,67.20112457772379,90.91898254489551,31.472055211975345
