bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
0.0,113.84243694122796,77.99309761494376,107.88918155978048,51.61151582407987,54.74990027588411,174.94535317205182,196.94960273721915,54.44704686742948,57.54160352262811,44.6184381669229,66.70084031508975,60.05580071459414,128.82525558642652,65.62948356801553,59.31108594602086,66.11142497140509,84.76245723253409,90.293424694532,72.94050082980556,93.42696542411635,80.19845796074407,81.84168040925118,320.68475978799506,362.0262614049245,58.171701716186526,75.81126732390236,58.420853778581424,143.66338132217302,207.46668537691832,137.0599041906125,248.4360225823524,75.01752004551024
0.0,107.53699496124185,103.60750912753258,122.26542989740105,52.90676500772942,58.99216200132323,144.44359693903579,206.54231562016238,75.59849336114104,57.62231203076761,46.7906174312763,53.37903090348889,58.507347079774455,112.62822913989211,59.77730831731069,75.77582054790336,57.84532101072802,94.33910187904944,80.43302102838477,111.415609211637,82.95185942633641,92.1876410358269,75.02734717126036,406.60086714129886,426.8518624763852,54.04044336836357,50.80042410306166,57.59756788178099,119.50748352180891,190.95342476183114,142.62211865333575,197.0470770885371,60.87680543362171
0.0,118.17569106202025,79.93040627548662,138.76428684080312,66.00213229934656,53.631269883937385,186.16711090373363,202.23080474936611,59.25490975709072,47.04420728256923,42.69855642274425,53.07566979019398,56.09992691249498,105.84864275048378,50.66005745261667,57.44377176453806,49.84039527529758,76.50021185878423,76.75870240762116,98.06757672534994,110.0769491401144,104.87200646540539,91.26614185646648,480.892568877893,387.78497561457726,62.75495008205875,55.63844147023015,67.94591171376794,114.80972562193014,202.52442897812892,152.24096953929387,240.31735971538052,62.72731740056673
0.0,106.65558449340823,96.34229459519685,117.03921000598062,62.866143795176015,61.88728978147569,197.03110978357563,209.12750043198992,64.80996502876138,64.84576619175147,45.427357625454825,65.35272766104542,58.85888465584,115.77059903183661,59.716564629356306,59.12629938881524,56.37759795788371,92.40792482665273,103.49422784818402,78.09885230484345,92.16123807125376,94.29436206291155,92.856593426842,424.08431773159793,381.5599366146905,59.633776242251756,48.232835388057566,51.81178819135654,109.23646378090378,179.38908939118073,128.26247810899613,218.86702463290266,58.96981916552613
0.0,101.3465524864558,97.50796545078114,123.25645020625045,49.957256782961366,67.59498288089964,184.56507918967688,187.16624958755682,63.67751229354872,73.76667847004263,51.34914349486531,75.95962130454345,65.28354702243472,127.32252533595802,52.78933536781228,57.357888674474516,62.939809911662834,91.81808330637375,102.34970173777263,81.86156950333032,87.95515019766962,94.72065930275078,97.35688212137542,386.1871555801066,444.2914108028625,69.76112669718286,64.08934218078836,59.151738072281454,126.86438209004667,179.52437048477753,141.2290554364311,218.29858090323916,64.90965318695304
0.0,83.82748276670984,99.11967233049529,99.38566879775317,59.48444613082215,68.45016305884998,172.0626873164438,157.74823782297847,64.62532820722711,65.37075378053163,47.87949316237397,53.227807896119636,53.76998125537932,123.61417695114608,62.41429419026703,64.27585826845599,57.67737522977867,98.2028533450622,93.38607480890794,83.834113290462,101.86601126155726,99.80886173910902,88.29258518944903,352.430387299527,531.1559767620334,63.294176858895675,50.96157266315924,56.78305772043519,128.34634670077617,210.43759583427877,173.6865052886726,239.54588872812852,67.22167174076043
0.0,93.53304734731216,89.4749143690323,125.94593962398432,69.8751372778681,58.76401492455072,200.6187520853419,191.81306714201838,52.22645192095302,65.34847592407532,37.907833360346686,68.73043353761304,64.09555789824509,131.1033350654744,59.358053460044346,59.012625228204016,54.13587533263272,86.2156504314534,101.78328203424762,92.90703834792114,78.3857362869758,92.15413007672923,79.85193166133979,438.2167203346236,435.1718605680057,63.13119637688299,40.566016334309026,60.84221842058847,142.22192937720234,217.42160067311175,164.61488164495927,193.14132166471526,56.35430038641902
0.0,95.43405729183371,113.08680945512862,138.85360517048997,75.31424182202151,61.28709686981113,210.98478302970855,184.96029738850743,59.84082125798134,57.75513006780202,40.45963131752154,49.88741986434968,63.39682321294611,101.65610540669773,50.28112613691479,57.49852431982187,65.55001409751605,84.02186570243076,100.97402700468476,95.8621767950733,84.02173606367701,77.58824131326658,94.05029378036853,356.33304133486763,390.6069987282295,52.96441961891008,64.62578085031728,64.16272405440037,118.31079720077655,165.22180003170436,132.623983116665,234.78691276428083,54.78423179650134
0.0,85.39043947739896,75.91697617048432,105.35374238986614,66.65393729262688,70.50610318207944,236.43769851851224,229.75347024656116,54.990383896517635,64.53491161200138,46.227176874445824,45.38386204778733,64.40809087903062,117.18719808865369,64.5582749284855,50.596987585558026,56.175729963884386,109.32678923468187,98.22848417353599,79.89657244881539,87.17662254761994,105.96471938560418,82.31033856156267,410.28599279017544,367.5889683676265,51.28863389044341,61.40594440430777,56.99297828671743,109.85221033902701,173.9138773658455,145.70730445943298,206.85909794251586,65.72006230801425
0.0,107.90109483214249,102.11563884074833,125.64064884299844,53.74490458838929,63.21276576435446,210.6729316073302,216.38977387037542,46.02450702290257,65.39483876904079,48.01559069404646,60.82544032370369,63.912902471487854,135.12726087395998,69.09202445943117,49.50634586785259,56.397066454907545,102.43312462365284,74.7945918284215,100.43003214653108,117.53202248748394,90.22196990075172,79.21602391553805,419.64298772626137,369.2973877042709,53.449007437954386,55.99844224634483,59.91224586435474,100.00564326443804,199.32735319814373,166.0983764881526,174.97270177189097,51.689524217999605
0.0,106.49238042348392,89.71959025503689,113.71154774495932,60.50113474107051,54.965666681973026,187.3866724248029,200.724444029958,51.986599323956895,70.78948539469243,47.64334617971832,63.5138136266935,59.91830171661058,114.6079879088073,57.2174674562968,65.94504624398263,61.5935426428548,88.82335168757139,87.82563847336876,91.96283283288545,97.68360233879127,92.6996273364796,84.0949819035819,424.20318700010733,414.5636517853135,57.17130536126107,56.338240414396466,61.925067270489926,123.635278353085,188.2457323872555,147.22068777373713,154.92602960695075,61.99889667799568
0.0,99.0473800627377,103.79015285363313,117.70841722523858,53.882640129552485,62.670847561280645,219.80250673394136,246.14987907927033,65.43252528017358,53.42234060934207,50.5826292197097,55.433674429253955,60.701599671857565,109.78811727408426,66.86189082509645,58.522386382221086,61.33764731821033,99.58802722018005,94.7037851847506,68.17102732339441,72.60432947398174,90.39965491230569,85.13494941971085,369.02940151131617,396.32484837797756,60.041085456603895,53.82567086541098,63.32031144688963,131.61011459732768,172.16611100251893,132.59298401654175,181.1758866009443,58.55479202814684
0.0,90.99250867877036,85.0760222145645,127.69379135677691,64.5833882815164,63.965020433818886,179.36919268772243,223.9400895706069,68.10682670383834,63.713370984488556,43.037724999677394,59.602091683194,61.054544715641825,125.70425342193357,60.740388688603645,61.22871904420146,52.96523175711404,91.66568914767687,88.84965458457803,87.96629169900253,84.69429643894827,98.45167281006174,83.71368905515698,402.4634803008543,462.84603825167017,55.49020119694225,61.733363855812506,52.36500299103572,131.74733889716788,203.81307922568627,141.82856232978972,205.85078525643385,71.63699444665596
0.0,85.4401095459578,76.02062475186803,130.7485129181359,57.49032494014274,48.15641060717004,171.73223602854682,220.36888666054023,63.271702882391466,61.07756258858957,51.92060793205334,62.563227595802275,52.21851297133673,127.17866009126924,60.03930222726431,61.16865101222801,68.2334774712623,76.70899516579811,71.82754901738397,95.01144944183656,78.27700735894015,88.84315588246147,102.09632181087139,407.3338869158856,391.5936385722455,55.25084736114716,62.87752729029833,66.34963214245809,92.25948158618445,211.11831864081242,158.0175413909732,204.0595088690322,62.763801806109456
0.0,107.00995553266947,97.72903558212487,124.59147836044217,63.991179531508834,62.88425998391666,217.26313102019168,183.06414075803795,68.35403628997295,59.92451545064308,42.38585220775224,52.229976373854846,53.310607141077924,130.12472944232638,62.14039866831621,62.20387212239932,60.287241466674914,87.794971424234,104.6991096832396,97.63878638655932,96.19059001517078,87.23319044784336,101.46479009608821,429.1330254101383,384.2411263833862,60.13670452884777,55.728095467126614,55.69031659034104,124.43545238288752,168.5879013433577,119.3547693870335,204.44941890868523,57.672891589684305
0.0,88.30601410330844,95.56017612408958,132.20458056922234,64.43668639249228,73.24801195699267,195.03488440659933,175.87196601030314,65.20579927475328,62.47345680677592,42.25737723741524,57.5374445132145,52.049326234406394,138.7847039874807,60.805214552233146,61.75792487186442,52.45866547476391,91.59869108817541,81.33223787295034,83.16050684654378,89.90910899238553,87.44395957188243,87.53030359800846,433.4538890606128,382.0862149055288,58.874257532381804,62.18939452360463,61.18708019374061,109.15452614084433,245.11327626785544,130.40022906262254,203.300825771881,71.02206140017988
0.0,93.50373395626521,82.2928034611557,127.08056058799065,59.79871692107012,72.44561164114153,209.32337711077878,213.52143927706607,67.56424378642822,53.97913470146701,46.74482066770261,58.77044406979341,61.20078123676016,136.60541450678343,68.51131305967591,57.546472867314286,53.423952997929895,95.57979063190407,85.24671158111917,88.27238671868865,88.65770482829666,91.77675973825713,94.47114483288694,369.256166316098,418.9115093016278,46.60707666974607,62.120266382553446,57.244577259673775,119.55137826033516,182.95651199795648,160.00484577547977,240.5560511236945,56.66711697243957
